src_ip_dec,src_port,dst_ip_dec,dst_port,protocol,timestamp,flow_duration,total_fwd_packet,total_bwd_packets,total_length_of_fwd_packet,total_length_of_bwd_packet,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_per_s,flow_packets_per_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_rst_flags,bwd_rst_flags,fwd_header_length,bwd_header_length,fwd_packets_per_s,bwd_packets_per_s,packet_length_min,packet_length_max,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwr_flag_count,ece_flag_count,down_per_up_ratio,average_packet_size,fwd_segment_size_avg,bwd_segment_size_avg,fwd_bytes_per_bulk_avg,fwd_packet_per_bulk_avg,fwd_bulk_rate_avg,bwd_bytes_per_bulk_avg,bwd_packet_per_bulk_avg,bwd_bulk_rate_avg,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,fwd_init_win_bytes,bwd_init_win_bytes,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,icmp_code,icmp_type,total_tcp_flow_time,label,attempted_category
3232238131,35821,3232238083,53,17,37:30.1,195,2,2,66,234,33,33,33.0,0.0,117,117,117.0,0.0,1538461.538,20512.82051,65.0,29.46183973,99,47,47,47.0,0.0,47,47,49,49.0,0.0,49,49,0,0,0,0,0,0,16,16,10256.41026,10256.41026,33,117,75.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1.0,75.0,33.0,117.0,0,0,0,0,0,0,0,16,0,58,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,52706,3232238130,80,6,49:31.7,170995,8,7,379,11595,379,0,47.375,133.996735,5792,0,1656.428571,2120.732252,70025.43934,87.72186321,12213.92857,36273.36784,137194,0,170995,24427.85714,55174.91694,149000,0,159972,26662.0,54424.31788,137194,45,1,1,0,0,3,0,228,232,46.78499371,40.9368695,0,5792,798.2666667,1620.769591,2626894.067,2,2,3,2,11,0,0,0,0.875,798.2666667,47.375,1656.428571,0,0,0,11595,4,39845360,0,25,0,773,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,170995,DoS Hulk,-1
3232238096,42072,2899905153,80,6,23:49.3,5808852,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.03290633,1161770.4,2551908.444,5726613,109,5808852,1936284.0,3282524.197,5726613,36686,5772171,5772171.0,0.0,5772171,5772171,0,0,0,0,0,0,136,72,0.68860422,0.34430211,0,0,0.0,0.0,0.0,2,2,0,0,5,0,0,0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,332,0,32,36686.0,0.0,36686,36686,5726613.0,0.0,5726613,5726613,-1,-1,5808852,BENIGN,-1
2886729729,54072,3232238130,80,6,43:24.4,1114957,9,7,289,11595,289,0,32.11111111,96.33333333,5792,0,1656.428571,2119.480114,10658.70702,14.35032921,74330.46667,256359.7525,998966,1,1114957,139369.625,348393.9112,998966,1,98969,16494.83333,25200.0037,65171,83,1,1,0,0,3,0,268,232,8.072060178,6.278269027,0,5792,742.75,1579.370022,2494409.667,2,3,3,2,11,0,0,0,0.777777778,742.75,32.11111111,1656.428571,0,0,0,11595,4,27476303,0,18,0,724,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3265952418,DoS Hulk,-1
3232238099,35924,918565106,443,6,57:54.5,115575624,23,19,737,6140,358,0,32.04347826,86.95582905,2604,0,323.1578947,715.19238,59.5021663,0.363398427,2818917.659,4472415.066,10028923,3,115575624,5253437.455,5001157.509,10060004,3,115544399,6419133.278,4798005.651,10060086,50,4,3,0,0,0,0,744,616,0.199003901,0.164394527,0,2604,163.7380952,500.1251092,250125.1249,2,2,0,7,41,0,0,0,0.826086957,163.7380952,32.04347826,323.1578947,0,0,0,0,0,0,0,17,0,146,29200,126,4,32,56054.09091,82948.49679,306153,30913,10016436.36,6744.042012,10028923,9999223,-1,-1,115575624,BENIGN,-1
3232238088,65226,3232238097,1088,6,39:35.2,99,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40404.0404,33.0,27.73084925,50,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,0,2,48,40,20202.0202,20202.0202,0,0,0.0,0.0,0.0,0,2,2,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,99,Infiltration - Portscan,-1
3232238083,60317,3232238081,53,17,59:57.8,24277,1,1,43,128,43,43,43.0,0.0,128,128,128.0,0.0,7043.703917,82.38250196,24277.0,0.0,24277,24277,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,41.19125098,41.19125098,43,128,85.5,60.1040764,3612.5,0,0,0,0,0,0,0,0,1.0,85.5,43.0,128.0,0,0,0,0,0,0,0,21,0,64,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238095,63029,3232238083,53,17,49:54.0,60828,2,2,84,194,42,42,42.0,0.0,97,97,97.0,0.0,4570.263694,65.75918985,20276.0,35113.0,60821,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,32.87959492,32.87959492,42,97,69.5,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1.0,69.5,42.0,97.0,0,0,0,0,0,0,0,21,0,48,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238095,57274,3232238083,53,17,37:53.1,61828,4,4,172,464,43,43,43.0,0.0,116,116,116.0,0.0,10286.60154,129.3912143,8832.571429,18307.01364,48942,3,61665,20555.0,35597.1082,61659,3,12883,4294.333333,7393.870457,12832,3,0,0,0,0,0,0,32,32,64.69560717,64.69560717,43,116,79.5,39.02014132,1522.571429,0,0,0,0,0,0,0,0,1.0,79.5,43.0,116.0,0,0,0,0,0,0,0,21,0,58,0,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238092,49609,3232238083,53,17,25:38.6,49241,2,2,84,192,42,42,42.0,0.0,96,96,96.0,0.0,5605.085193,81.23311874,16413.66667,28424.10845,49235,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,40.61655937,40.61655937,42,96,69.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1.0,69.0,42.0,96.0,0,0,0,0,0,0,0,21,0,48,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238088,51849,3232238083,53,17,21:44.1,232,2,2,92,170,46,46,46.0,0.0,85,85,85.0,0.0,1129310.345,17241.37931,77.33333333,127.8840621,225,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,8620.689655,8620.689655,46,85,65.5,22.5166605,507.0,0,0,0,0,0,0,0,0,1.0,65.5,46.0,85.0,0,0,0,0,0,0,0,23,0,42,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238130,137,3232238092,137,17,03:22.1,2,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,62000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,16,0,1000000.0,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,62.0,62.0,0.0,0,0,0,0,0,0,1,62,0,0,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
2886729729,60278,3232238130,80,6,56:12.6,161992,7,6,349,11595,349,0,49.85714286,131.9096011,4344,0,1932.5,1754.831473,73732.03615,80.25087659,13499.33333,38097.70972,133457,0,161992,26998.66667,59003.77986,147003,3,147920,29584.0,58387.89286,133457,16,1,1,0,0,1,0,232,200,43.21201047,37.03886612,0,4344,918.7692308,1498.680706,2246043.859,1,2,1,2,12,0,0,0,0.857142857,918.7692308,49.85714286,1932.5,0,0,0,11595,4,45292968,0,26,0,891,0,235,1,0,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,84970630,DoS Hulk,-1
3232238085,54635,3232238083,53,17,44:43.9,71685,4,4,140,204,35,35,35.0,0.0,51,51,51.0,0.0,4798.772407,111.5993583,10240.71429,17685.27195,40876,1,71541,23847.0,41298.15343,71534,3,41025,13675.0,23681.46471,41020,1,0,0,0,0,0,0,32,32,55.79967915,55.79967915,35,51,43.0,8.552359741,73.14285714,0,0,0,0,0,0,0,0,1.0,43.0,35.0,51.0,0,0,0,0,0,0,0,17,0,25,0,0,3,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238094,54965,3232238083,53,17,41:08.9,270,2,2,76,258,38,38,38.0,0.0,129,129,129.0,0.0,1237037.037,14814.81481,90.0,113.9605195,219,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,7407.407407,7407.407407,38,129,83.5,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1.0,83.5,38.0,129.0,0,0,0,0,0,0,0,19,0,64,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238085,55046,3509602195,80,6,08:21.7,118684109,23,20,2334,1285,722,0,101.4782609,228.697273,322,0,64.25,131.8383679,30.49270901,0.362306297,2825812.119,4410392.009,10165574,2,118684109,5394732.227,4882813.313,10203109,106,118646216,6244537.684,4733885.694,10203241,777,4,4,0,0,0,0,472,544,0.19379174,0.168514557,0,722,84.1627907,188.7127989,35612.52049,2,2,0,8,42,0,0,0,0.869565217,84.1627907,101.4782609,64.25,0,0,0,0,0,0,0,54,0,29,8192,1071,15,20,331686.9091,974939.8078,3271241,37531,10050883.36,73620.93555,10165574,9999939,-1,-1,118684109,BENIGN,-1
3232238095,52549,399439075,80,6,20:20.1,5613112,4,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.247080051,935518.6667,2231415.989,5489965,3,5613112,1871037.333,3134083.294,5489965,61545,5551508,2775754.0,3925504.71,5551505,3,0,0,0,0,0,0,92,72,0.712617172,0.534462879,0,0,0.0,0.0,0.0,2,2,0,0,6,0,0,0,0.75,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,913,0,20,61602.0,0.0,61602,61602,5489965.0,0.0,5489965,5489965,-1,-1,5613112,BENIGN,-1
2886729729,54146,3232238130,80,6,49:47.5,146016,9,6,318,11595,318,0,35.33333333,106.0,4344,0,1932.5,2178.085008,81586.94938,102.7284681,10429.71429,31843.7812,120135,1,146016,18252.0,46123.68714,131946,1,133581,26716.2,52522.69309,120135,11,1,1,0,0,1,0,296,200,61.63708087,41.09138725,0,4344,794.2,1620.569309,2626244.886,1,2,1,2,14,0,0,0,0.666666667,794.2,35.33333333,1932.5,0,0,0,11595,4,30837765,0,21,0,773,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,146016,DoS Hulk,-1
3232238088,50619,3232238085,3493,6,24:03.8,49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,40816.32653,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,49,Infiltration - Portscan,-1
3232238105,59342,390196444,443,6,22:51.3,176011,14,10,2090,596,1448,0,149.2857143,389.153011,421,0,59.6,134.2188925,15260.40986,136.3551142,7652.652174,12172.76557,41595,48,176011,13539.30769,18530.17805,62978,48,152632,16959.11111,16580.5669,41595,252,5,3,0,0,3,0,424,328,79.54048327,56.8146309,0,1448,111.9166667,307.7106089,94685.81884,2,2,3,8,20,0,0,0,0.714285714,111.9166667,149.2857143,59.6,1904,4,29346,0,0,0,0,87,0,24,65535,1120,6,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,176011,BENIGN,-1
2886729729,51956,3232238130,80,6,44:48.3,173022,8,7,334,11595,334,0,41.75,118.0868325,5792,0,1656.428571,2120.732252,68944.98965,86.69417762,12358.71429,35454.93319,134193,0,173022,24717.42857,54647.21075,147996,0,159983,26663.83333,53044.21132,134193,46,1,1,0,0,3,0,228,232,46.23689473,40.45728289,0,5792,795.2666667,1621.642486,2629724.352,2,2,3,2,11,0,0,0,0.875,795.2666667,41.75,1656.428571,0,0,0,11595,4,39982758,0,22,0,773,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,173022,DoS Hulk,-1
3232238085,63273,3232238083,53,17,31:16.6,165,2,2,76,244,38,38,38.0,0.0,122,122,122.0,0.0,1939393.939,24242.42424,55.0,88.33459119,157,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,12121.21212,12121.21212,38,122,80.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1.0,80.0,38.0,122.0,0,0,0,0,0,0,0,19,0,61,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238131,40981,2899905090,443,6,55:52.1,117380691,21,20,2081,1263,1446,0,99.0952381,328.6729232,1095,0,63.15,245.7523946,28.48850157,0.349290839,2934517.275,4490029.341,10031154,3,117380691,5869034.55,4865214.64,10067877,3,117343635,6175980.789,4799200.901,10068082,48,4,2,0,0,0,0,680,648,0.178905064,0.170385775,0,1446,81.56097561,288.1511798,83031.10244,2,2,0,6,40,0,0,0,0.952380952,81.56097561,99.0952381,63.15,0,0,0,0,0,0,0,50,0,30,29200,362,4,32,169998.3333,461410.9946,1635175,36714,9608637.75,1397848.01,10031154,5169922,-1,-1,117380691,BENIGN,-1
3232238099,8832,3232238083,53,17,23:10.0,48869,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,4174.425505,81.85148049,16289.66667,28204.13828,48857,2,2,2.0,0.0,2,2,10,10.0,0.0,10,10,0,0,0,0,0,0,16,16,40.92574024,40.92574024,43,59,51.0,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1.0,51.0,43.0,59.0,0,0,0,0,0,0,0,21,0,29,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238097,4936,3232238083,53,17,57:01.0,30746,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,14050.60821,130.0982242,10248.66667,17745.14921,30739,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,65.04911208,65.04911208,44,172,108.0,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1.0,108.0,44.0,172.0,0,0,0,0,0,0,0,22,0,86,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238089,53060,3232238083,53,17,25:11.2,91110,2,2,70,692,35,35,35.0,0.0,346,346,346.0,0.0,8363.516628,43.90297443,30370.0,52557.35431,91058,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,21.95148721,21.95148721,35,346,190.5,179.5559337,32240.33333,0,0,0,0,0,0,0,0,1.0,190.5,35.0,346.0,0,0,0,0,0,0,0,17,0,173,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238131,40605,2731876652,443,6,58:18.6,1217243,10,12,703,3950,267,0,70.3,100.477803,1448,0,329.1666667,553.1948257,3822.572814,18.07363033,57963.95238,79123.78641,260315,3,1122243,124693.6667,141937.0099,394238,197,1121639,101967.1818,97273.15426,260315,3,4,3,0,0,0,0,328,392,8.215286512,9.858343815,0,1448,211.5,426.6509391,182031.0238,2,2,0,7,21,0,0,0,1.2,211.5,70.3,329.1666667,0,0,0,0,0,0,0,31,0,179,29200,254,4,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1217243,BENIGN,-1
3232238088,54034,3232238105,3283,6,41:32.1,45,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66666.66667,22.5,30.40559159,44,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,0,2,24,40,22222.22222,44444.44444,0,0,0.0,0.0,0.0,0,1,2,0,2,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,45,Infiltration - Portscan,-1
3232238131,38921,1078431328,443,6,44:58.3,117049443,67,97,2317,93556,400,0,34.58208955,105.5417696,1712,0,964.4948454,634.1273387,819.0812151,1.401117304,718094.7423,2531439.601,10008339,0,117049443,1773476.409,3781805.093,10079949,1,116977658,1218517.271,3238228.071,10080450,1,8,68,0,0,0,0,1360,1952,0.572407679,0.828709625,0,1712,584.5914634,671.9914805,451572.5499,2,2,0,76,163,0,0,0,1.447761194,584.5914634,34.58208955,964.4948454,0,0,0,18098,15,312053,0,14,0,570,29200,44,8,20,212165.5455,465567.7383,1615905,71553,10006510.82,3605.354485,10008339,9998409,-1,-1,117049443,BENIGN,-1
3232238095,58355,3232238083,53,17,41:54.0,205,2,2,86,220,43,43,43.0,0.0,110,110,110.0,0.0,1492682.927,19512.19512,68.33333333,76.55281401,153,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,0,0,16,16,9756.097561,9756.097561,43,110,76.5,38.68246804,1496.333333,0,0,0,0,0,0,0,0,1.0,76.5,43.0,110.0,0,0,0,0,0,0,0,21,0,55,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238105,60728,2656381493,443,6,12:02.0,41519703,31,30,7422,22536,1448,0,239.4193548,461.3542944,2181,0,751.2,764.8836468,721.5369532,1.469181993,691995.05,2890417.88,17330417,1,41519703,1383990.1,4000826.28,17330417,1,41476734,1430232.207,4086076.346,17373497,1,9,6,0,0,0,0,1004,968,0.746633472,0.722548521,0,2181,491.1147541,675.0925146,455749.9033,3,2,0,15,60,0,0,0,0.967741935,491.1147541,239.4193548,751.2,0,0,0,7318,5,10499760,0,121,0,369,65535,127,12,32,1175903.0,1811366.661,3267488,128288,12649699.0,4141513.918,17330417,9460637,-1,-1,41519703,BENIGN,-1
3232238088,61488,3232238083,53,17,15:33.4,181,2,2,106,266,53,53,53.0,0.0,133,133,133.0,0.0,2055248.619,22099.44751,60.33333333,99.3042463,175,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,11049.72376,11049.72376,53,133,93.0,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1.0,93.0,53.0,133.0,0,0,0,0,0,0,0,26,0,66,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
3232238088,60217,3232238085,5802,6,05:17.5,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,Infiltration - Portscan,-1
3232238096,52854,3003077377,80,6,11:06.6,225391,6,5,437,859,437,0,72.83333333,178.4045029,859,0,171.8,384.1564785,5750.007764,48.80407825,22539.1,23460.14777,68046,4,202146,40429.2,18310.06023,68046,23649,201796,50449.0,58548.5907,110022,4,1,1,0,0,0,0,200,168,26.62040632,22.18367193,0,859,117.8181818,278.5960582,77615.76364,2,2,0,2,10,0,0,0,0.833333333,117.8181818,72.83333333,171.8,0,0,0,0,0,0,0,39,0,78,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,225391,BENIGN,-1
